Discount Name,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
No Discount,,94,1421.69,0,1421.69,284.31,
No Discount,T&B Public,94,1421.69,0,1421.69,284.31,
