Discount Name,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
No Discount,,130,1969.04,0,1969.04,393.76,
No Discount,T&B Public,130,1969.04,0,1969.04,393.76,
