Sales Category,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
Wine,,56,789.41,7.66,797.07,157.89,
Wine,T&B Public,56,789.41,7.66,797.07,157.89,
Food,,13,84.16,0,84.16,16.84,
Food,T&B Public,13,84.16,0,84.16,16.84,
Beer,,2,10.83,0,10.83,2.17,
Beer,T&B Public,2,10.83,0,10.83,2.17,
