Discount Name,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
No Discount,,70,853.73,0,853.73,170.77,
No Discount,T&B Public,70,853.73,0,853.73,170.77,
Marketing - CODE App,,1,30.67,7.66,38.33,6.13,
Marketing - CODE App,T&B Public,1,30.67,7.66,38.33,6.13,
