Discount Name,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
No Discount,,144,2346.3,0,2346.3,469.2,
No Discount,T&B Public,144,2346.3,0,2346.3,469.2,
