Sales Category,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
Food,,24,328.8,2.04,330.84,65.75,
Food,T&B Public,24,328.8,2.04,330.84,65.75,
Wine,,98,1403.25,61.33,1464.58,280.63,
Wine,T&B Public,98,1403.25,61.33,1464.58,280.63,
NA Beverage,,4,13.34,0,13.34,2.66,
NA Beverage,T&B Public,4,13.34,0,13.34,2.66,
Spirits,,4,29.59,0,29.59,5.91,
Spirits,T&B Public,4,29.59,0,29.59,5.91,
Bottled Beer,,9,21.66,25,46.66,4.34,
Bottled Beer,T&B Public,9,21.66,25,46.66,4.34,
