Discount Name,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
No Discount,,126,1756.27,0,1756.27,351.23,
No Discount,T&B Public,126,1756.27,0,1756.27,351.23,
Comp Staff Drink 100%,,7,0,66.66,66.66,0,
Comp Staff Drink 100%,T&B Public,7,0,66.66,66.66,0,
Marketing CODE App Tap Wine,,6,40.37,21.71,62.08,8.06,
Marketing CODE App Tap Wine,T&B Public,6,40.37,21.71,62.08,8.06,
