Discount Name,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
No Discount,,118,1767.58,0,1767.58,353.42,
No Discount,T&B Public,118,1767.58,0,1767.58,353.42,
