Discount Name,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
No Discount,,85,1160.42,0,1160.42,232.08,
No Discount,T&B Public,85,1160.42,0,1160.42,232.08,
