Discount Name,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
No Discount,,77,1284.56,0,1284.56,256.94,
No Discount,T&B Public,77,1284.56,0,1284.56,256.94,
Comp Goodwill Open £,,2,63.34,11.66,75,12.66,
Comp Goodwill Open £,T&B Public,2,63.34,11.66,75,12.66,
