Sales Category,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
Food,,22,195.82,0,195.82,39.18,
Food,T&B Public,22,195.82,0,195.82,39.18,
Wine,,56,1150,11.66,1161.66,230,
Wine,T&B Public,56,1150,11.66,1161.66,230,
Spirits,,1,2.08,0,2.08,0.42,
Spirits,T&B Public,1,2.08,0,2.08,0.42,
