Sales Category,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
Wine,,66,1052.95,29.17,1082.12,210.55,
Wine,T&B Public,66,1052.95,29.17,1082.12,210.55,
Food,,25,245,0,245,49,
Food,T&B Public,25,245,0,245,49,
