Discount Name,Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount
No Discount,,151,2037.03,0,2037.03,407.47,
No Discount,T&B Public,151,2037.03,0,2037.03,407.47,
Marketing CODE App Tap Wine,,2,28.71,15.45,44.16,5.74,
Marketing CODE App Tap Wine,T&B Public,2,28.71,15.45,44.16,5.74,
